หมู่บ้าน	ตำบล	อำเภอ	จังหวัด	Longitude	Lattitude
ทาป่าเปา	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.18806813	18.47808744
ปงอ้อ	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.25585465	18.55010599
ป่าตึงใต้	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.24565193	18.53983632
ป่าตึงใต้	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.25025453	18.53595716
ป่าเหียง	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.19633586	18.49890278
แม่ป่าข่า	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.27045641	18.53957716
สถานี	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.20258163	18.50413877
ห้วยมะหลอด	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.21274774	18.51111049
ใหม่	ต.ทาปลาดุก	อ.แม่ทา	จ.ลำพูน	99.24136919	18.53317931
ดงสารภี	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.10709462	18.43783304
ดอยแก้ว	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.14858699	18.46738685
ดอยสารภี	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.0995546	18.4363338
เด่น	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.14182275	18.44642864
ทาสบเส้า	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.13093138	18.45178644
ฝังแดง	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.1470144	18.44087284
สบสะป้วด	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.08575718	18.43169829
สบสะป้วดใน	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.08617531	18.42318765
หล่ายทา	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.1355275	18.44871183
ห้วยต้นหนุน	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.08269686	18.41143514
ห้วยทราย	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.16354982	18.46118811
หางริน	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.15735668	18.45937091
เหล่าฮ่อ	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.15642155	18.46620629
โฮ่ง	ต.ทาสบเส้า	อ.แม่ทา	จ.ลำพูน	99.14153982	18.45188444
ก้อ	ต.ก้อ	อ.ลี้	จ.ลำพูน	98.783	17.604
ก้อจอก	ต.ก้อ	อ.ลี้	จ.ลำพูน	98.77110255	17.6435085
ดงดำ	ต.ดงดำ	อ.ลี้	จ.ลำพูน	99.03634186	17.71301515
บวก	ต.ดงดำ	อ.ลี้	จ.ลำพูน	99.03419959	17.73777818
ป่าคา	ต.ดงดำ	อ.ลี้	จ.ลำพูน	99.0399039	17.71531819
ปางส้าน	ต.ดงดำ	อ.ลี้	จ.ลำพูน	99.02466971	17.74381727
แม่ลอง	ต.ดงดำ	อ.ลี้	จ.ลำพูน	99.03612927	17.74816986
นาทราย	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.98274362	17.69199379
นาเลี่ยง	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.96450843	17.72235989
นาเลี่ยง	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.96742331	17.72562092
นาเลี่ยง	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.96746606	17.72941725
นาเลี่ยงใหม่	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.97076956	17.71873037
ผาลาดใต้	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.94636843	17.69361408
ผาลาดเหนือ	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.9475776	17.70229639
พระบาทห้วยต้ม	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.95300136	17.7225613
แม่หว่างต้นผาง	ต.นาทราย	อ.ลี้	จ.ลำพูน	99.00035507	17.68147355
ฮั่ว	ต.นาทราย	อ.ลี้	จ.ลำพูน	98.97913216	17.70857212
จัดสรรคอกช้าง	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.94205935	17.86565121
ป่าจี้	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.93084043	17.82380921
ผาหนาม	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.92697328	17.8400451
ห้วยน้ำเย็น	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.91226567	17.9005241
ห้วยแหน	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.92630306	17.85863302
ใหม่ศรีวิไล	ต.ป่าไผ่	อ.ลี้	จ.ลำพูน	98.96174667	17.81633472
แม่ตืน	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.88054376	18.00678295
แม่แนต	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.91510206	17.9275553
ไร่	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.91891351	17.91520157
วงษาพัฒนา	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.99100195	17.92668429
สันป่าสัก	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.89273147	17.96234987
สันวิไลในห้วย	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.94995857	17.9637931
หนองบัวคำ	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.90672934	17.92740999
ห้วยศาลา	ต.แม่ตืน	อ.ลี้	จ.ลำพูน	98.90923767	17.91654234
เด่นเหม้า	ต.แม่ลาน	อ.ลี้	จ.ลำพูน	98.86032462	17.78236554
ผาต้ายเหนือ	ต.แม่ลาน	อ.ลี้	จ.ลำพูน	98.8655994	17.68841986
แม่ลาน	ต.แม่ลาน	อ.ลี้	จ.ลำพูน	98.82110866	17.76597583
หนองมะล้อ	ต.แม่ลาน	อ.ลี้	จ.ลำพูน	98.84668326	17.72830406
ห้วยทรายขาว	ต.แม่ลาน	อ.ลี้	จ.ลำพูน	98.834145	17.73688817
กลาง	ต.ลี้	อ.ลี้	จ.ลำพูน	98.99100107	17.77032257
กลาง	ต.ลี้	อ.ลี้	จ.ลำพูน	98.99777934	17.76429314
โรงงัว	ต.ลี้	อ.ลี้	จ.ลำพูน	98.94785409	17.79595015
วัดหลวง	ต.ลี้	อ.ลี้	จ.ลำพูน	98.96122453	17.80160911
แวนนาริน	ต.ลี้	อ.ลี้	จ.ลำพูน	98.98977868	17.76575866
ใหม่น้ำผึ้ง	ต.ลี้	อ.ลี้	จ.ลำพูน	99.01240759	17.75688177
ฮ่อมต้อ	ต.ลี้	อ.ลี้	จ.ลำพูน	98.95568845	17.80677975
โฮ่ง	ต.ลี้	อ.ลี้	จ.ลำพูน	98.99725773	17.77718991
โฮ่ง	ต.ลี้	อ.ลี้	จ.ลำพูน	99.00280705	17.78121327
ปาง	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.89073631	18.10901594
ผาหมื่น	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.9479535	18.08113231
แม่จ๋องใต้	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.94303656	18.03074463
แม่อีไฮ	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.89780492	18.13924474
ศรีบุญเรือง	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.89209269	18.11470437
ห้วยบง	ต.ศรีวิชัย	อ.ลี้	จ.ลำพูน	98.88730312	18.07139227
